MemberName,Message
Isam Rajab,"Walaikum Assalam Warahmatullahi Wabarakatuh,   It's not permissible to sell alcohol whatsoever. The Messenger Sallallahualaihi wasallam cursed the one who sells it, buys it, delivers it, makes it, etc... All of them are equal in sin. Allah says in the Quran 65:2 {And whosoever fears Allah and keeps his duty to Him, He will make a way for him to get out (from every difficulty)}."
Isam Rajab,"Walaikum Assalam,   You need to remember that we all have tests in this life and this is part of the test for you so you should persevere. At least your relatives acknowledge the fact that going to Islamic school will help you becoming perfect, that's why they blame you if you did something wrong so you should be happy with that.   You should not be engaged in any discussion with your uncle or any other relative if you already know that the matter will be worse. You can't force them to change their falsehood so you only advise them and that's all. If you believe there's a well respected person whom they'll listen to then maybe you need to let him talk to your relatives instead of you. Be confident of what you're doing and that's what really matters. One day inshallah you'll prosper more and more and they'll know that you were right."
Isam Rajab,"Assalaamu Alaykum war-Rahmatullahi wa-Baarakatu,  I was just wondering if it possible to repent from everything every night, like without repenting for specific sins.  For instance, you committed some sins during the day, could you at night just repent for any wrong you did during the whole day without being specific about which sins you are repenting for?  BaarakAllahu Feekum, Wa-Saalaamu Alaykum."
Isam Rajab,"Walaikum Assalam,   I don't know."
Isam Rajab,"Walaikum Assalam,   No it's not permissible. During the time of the Messenger Sallallahualaihi wasallam when the incident of Li'an happened and the man accused his wife, the Messenger Sallallahualaihi wasallam applied the ruling of Allah but he also gave the people the description of the child if she lied and if she said the truth, and the child came according to the description that she lied yet he didn't punish her and he said &quot;had it not been for the book of Allah, I would have done a different thing&quot;. This is very similar to the case of DNA. Until now, there are few mistakes with DNA and there's a possibility of error even if it's very rare. Nevertheless we have the book of Allah and Islam and that's enough."
Isam Rajab,"As Salamualaykum,  At our work place, we have brothers who would only hold jamaah after the Hanafi `Asr time sighting the fact that its &quot;safer&quot; to pray at that time since it is agreed by all the madhahib.   My question is: is it ok for us to intentionally delay to pray with these brothers or should we go ahead and pray ourselves? or should we try to convince them otherwise?  barak Allahu feek, wassalam"
Isam Rajab,"in my work place when we start work people say &quot;hi&quot; and smile, in the case it's a women, can we smile back?"
Isam Rajab,"Walaikum Assalam, The biological father is more worthy of his son than the step father even if the step father is more religious and might produce better education to your son. You can't deprive the father from this right, however, you can request in your will something to protect this and secure it."
Isam Rajab,"Assallaamu 3laikum Shaykh Isam,  I am a brother who is wanting to know if it is permissible to give to dawah to females, muslims or non-muslims. Of course with good intentions.  Also, is there a hadeeth that says something of a close meaning to &quot; one of the signs of the end of time will be young men preaching to females&quot; forgive my inacurracy of the wordings of the hadeeth.  Jazakumallahu khairan"
Isam Rajab,If you fast Friday then you should fast a day before it or a day after it. That's what the Messenger Sallallahualihi wasallam said in an authentic hadeeth narrated by Al-Bukhari and Muslim.
Isam Rajab,"Walaikum Assalam,   The Ayah says his throne was above water.  When Allah Subhanahu Wata'la rose above his throne He was not underneath it but He created it and He rose above it.  I don't know exactly who's of the salf you're talking about so I don't remember the words. I advise you to stop discussing these details which will not help you much in practicing your religion."
Isam Rajab,"as salaamu alaikum shaikh,  my periods are usually very regular and what I've been noticing for the past few times I've had my period is that it usually begins with a little bit of spotting, and then I get nothing, and then the bleeding starts again.  This time, I was expecting my period yesterday, but instead I got some brownish discharge and then nothing for almost 24 hours.  I did not pray thinking my period has started.    Should I wait until my period starts? or do I just pray during this time?  My period should start around this time, so how long should I wait until I get something?  Or should I just excuse it and pray (and also make up the prayers I missed yesterday)?  baarakallahu fik."
Isam Rajab,"Assalamualiakum,  Awtas is a battle connected to the conquest of Mekka, so actually there's nothing specific about it. and therefore, the Muta was banned after the conquest of Mekka wallahu a'lam."
Isam Rajab,"Walaikum Assalam,   You can't pray before the time of the prayer which starts with the Athan. There's a consensus on this matter."
Isam Rajab,"Walaikum Assalam Warahmatullah,   I don't recall any hadeeth, why don't you ask him? he's the one who's telling you that : ) The hadeeth I know in Saheeh Al Bukhari from Wael Ibn Hujr that the Prophet Sallallahualiahi wasallam said: &quot;we, the prophets were commanded to put our right hands on our left hands in prayer&quot;. I don't believe there's any hadeeth stronger than this."
Isam Rajab,"Akhi, i already told you if you promise to pay this amount for that job and that job was not done then you don't have to pay unless the employee makes a condition that once the deal is closed he has to take his money regardless of the outcome afterwords."
Isam Rajab,"Ok, we have several issues here. A muslim has the right to do whatever he wants with his merchandise which means he can sell it the price he wishes &quot;as long as there's no &quot;monopoly&quot;. Does the Islamic Country have the right to set the prices to a limit? There are two opinions. Yet, what if it's not a Muslim country or this decission is not fair? This is another issue! I'd like to comment on the word &quot;prespective&quot; since i saw some people using it while talking about Islamic rulings. Islam doesn't have a &quot;prespective&quot; or &quot;point of view&quot; or &quot;opinion&quot;! We as Muslims might have these things, but Islam has rulings and verdicts. The moment we say Islam's point of view or Islam's opinion that means it might be right or wrong and that's true about us but not about Islam."
Isam Rajab,Subhanallah! You accuse someone of misguidance or leaving the way of Ahlussunah only for saying Music is halal? What if he was right and you're wrong? What are the evidences he produced? You already admit that he's a scholar and you're not yet you give yourself the permission to say this about him?   The majority of scholars considered music haram and that's what I believe but that's not an excuse to accuse people of misguidance. Maybe we can say we believe that they're wrong in this issue.  Your effort is to change what you believe is wrong and not attack the person himself especially if he's a scholar.
Isam Rajab,Assalamualaykum At the end of the salah if you remember that you forgot to pray one rakah after you finish the tahasshud wat are you suppose to do...i see ppl doing sujjud wat do you say in the sujjud (subahan rabial a3laa wa bihamdi) or something else..
Isam Rajab,"Walaikum Assalam,   If you're asking as an objection then I don't need to answer you. Allah already mentioned several times in the Quran that the jews and christians changed their books, no sane person doubts it including jews and christians themselves.   If you're asking as a clarification then I can answer you but next time please make sure that it's clear in the way you ask. In this incident the jews know what's the ruling of Allah Subhanahu Wata'la and the Messenger Sallallahualaihi wasallam already asked them what's the ruling of it in your book but they lied and they said we only pour tar on their faces and expose them to others. So Allah condemned that and told the Messenger Sallallahualaihi wasallam that the ruling is already there and it's the same as we have it in Islam. Corruption doesn't necessitate that everything is changed."
Isam Rajab,I already answered a similar question. Please take a look at it here:  http://talk.islamicnetwork.com/showthread.php?t=5652
Isam Rajab,"Islam forbids Euthanasia and any other way of ending the life. Allah only has the right to take lives and causes death, no one else. Unfortunately, people sometimes think that they're more merciful than Allah. We tend to forget that we don't own our lives nor our bodies. It's a trust that Allah will take back one day."
Isam Rajab,"Walaikum Assalam,   I don't understand too how does it work exactly. To my understanding they take a portion of your salary and then after retirement you're paid monthly and there's no problem with this. But according to what you're saying about taking from your savings and then paying back your savings more or less I believe that includes Riba and you can't say you're doing it within yourself because there's a third party involved which is the government. It's true that you don't pay interest for yourself but I believe that's not the case with the scenario you mentioned."
Isam Rajab,"Walaikum Assalam,   Salat Al Witr is a regular prayer just like any other prayer with the exception that you pray odd Raka't. You could pray one single Raka't and it's still considered Witr prayer. What most people pray is 3. So let's say you wanted to pray 3 Raka't. First you pray two Raka't you read Surat Al Fatiha and Surat Al A'la (This is recommended but not a must) and in the second Raka't you read Surat Al Kafiroun then you do the tashahud and salam. Then you pray one Raka't where you read Al Fatiha and Surat Al Ikhlas or Al Fatiha and Surat al Ikhlas, Surat Al Falaq and Surat Annas.  I'm sorry that I can't really simplify it more, it's just like any other prayer where you pray 2 rak'at and then one rak'at. Sometimes the Messenger Sallallahualaihi wasallam prayed 3 raka't together where he didn't sit except in the last tashahud. But to avoid confusion do the regular prayer now and later on inshallah you could do the other types."
Isam Rajab,If he's asking her to disobey Allah then she doesn't obey him. But if he's asking her not to go to the Masjid then she obeys him.   If the husband is under the influence of a deviant sect then she should advise him not go behind his back.
Isam Rajab,"Assalaamu 'Alaykum,  My husband pronounced Talaq on me for the 3rd time last week.  How soon must I leave the house since I am no longer allowed to be married to him?   Note:  He didn't pronounce all 3 at the same time, the first two times were done over the past two years.  Jazakallah Khair"
Isam Rajab,"Here it's different, since it's not a Masjid and you already prayed then you don't have to. They may pray after some time so they know for sure that you could've prayed in the Masjid but it's still ok to pray with them because you could say the hadeeth is general and not specific to the Masjid."
Isam Rajab,"Walaikum Assalam,   The first one to enter paradise will be the Messenger Sallallahualaihi wasallam. No doubt about it. However, there are some people who'll get the reward and may enter paradise with their spirits. Just like the martyrs that Allah Subhanahu Wata'la has given them the bodies of birds to enter Jannah. There's no contradiction. The first one to enter Jannah with his body and soul will be the Messenger Sallallahualaihi wasallam."
Isam Rajab,"There are two times, a time for someone who has an excuse as if he was sleeping so he can pray until the sunset. it's very easy nowadays to know exactly when does the sun set.   the other time which is the regular time and that's when the sun starts having the yellow fading light."
Isam Rajab,"It depends on the distance, so one day and one night is measured by 48 miles.   I already answered this question many times."
Isam Rajab,Whether he's chaperone or not. If there's no seclusion between him and non mahram girl then it's permissible. The issue remains whether the girl herself is allowed to travel without a mahram or not and I answered this question several times.
Isam Rajab,"Walaikum Assalam,   Once a person takes the Shahada and declares sincerely that there's no god but Allah then he's going to be of the people of Jannah and you can't compare him to a non Muslim. However, the Shahada has requirements and conditions should be fulfilled. Also the Muslim is supposed to avoid sins and disobedience to Allah. If he's not then it's up to Allah whether to punish him or forgive him."
Isam Rajab,"All scholars of Fiqh who wrote the big books have a chapter for Bankruptcy! It happened at the time of the Prophet Sallallahualiahi wasallam, and he used to gather the creditors and divide the money according to their shares. If someone had debt for more than one person, and he doesn't have enough money to pay them, so his money will be divided on them according to their shares. This is in general, there are other specific incidents incase you're asking about something in particular."
Isam Rajab,"Ok, now I got it.   The answer is: Yes, there is a magic that makes people go against their will. It's possible to relieve from this type of Magic but it's very difficult without knowing the place of that spell.   Usually the Magician writes something and this thing is hid and it keeps the effects unless this spell is found and burnt or Quran and Athkar are read.   It's much easier to protect yourself with Quran and Athkar so if you recite the daily athkar and you read Quran especially Surat Al Baqara and the last two suras of the Quran then no one can harm you.   Let's say you know someone who's effected by Magic, could he seek help from other people? and the answer is yes he could but the people who'll help him should not use magic or any unlawful method."
Isam Rajab,"Walaikum Assalam,   Suspision only is not enough. If you don't see anything then it's pure."
Isam Rajab,"as-salam alykoom,  Sheikh, there is a famous nasheed praising the prophet where the singer says &quot;Ya Mustafa.&quot;  Can one say Ya Mustafa or is saying &quot;ya {name}&quot; reserved only for Allah?  Barak Allah feek wa jazak Allah khair"
Isam Rajab,"Ok, now I get it : )  Is that you Abu Ilyaas?   Well, if you add hair then you can't do it because the Messenger Sallallahualihi wasallam cursed the one who does it, but if it's the same hair then it's ok I don't see any evidance forbids that."
Isam Rajab,If he's unable to afford marriage at all then he should be patient and not marry because that's what the Messenger Sallallahualaihi wasallam stipulated. But if he's able to afford marriage yet he still needs some help then in this case he should go ahead because the Messenger Sallallahualaihi wasallam promised that Allah will help the one who wants to marry. Now you can judge better inshallah.
Isam Rajab,"Walaikum Assalam, I don't know this hadith."
Isam Rajab,"i have heard that men and women are supposed to remove the hair under their arms and also the hair in their private areas or that it should not be longer than a rice grain.  but i also heard that if the hair is not properly maintained, wudu is not complete.  is this true?"
Isam Rajab,"Walaikum Assalam Warahmatullahi Wabarakatuh,   If you notarize your will then by law they'll do that. I suggest that you inform the Islamic Center in your area also."
Isam Rajab,Assalam-o-Alaikum   if i wanted can i go to hajj in women group when no mehram can go with me?will Allah accept it from me?  girl who is not married is there any kind of restriction on her going all by herself for hajj in women group?
Isam Rajab,"Walaikumassalam,   In general it's allowed to use birth controls for both genders temporarely because the companions used to do that to avoid pregnancy but you can't do that permenately since the prophet sallallahulaiahi wasallam encouraged muslims to reproduce.   Allah guaranteed the provision for parents and children so this should not be a reason for using birth controls, they have to trust Allah Subhanahu wata'ala."
Isam Rajab,"Asalam o alikum,  If someone having her periods but she is willing to fast on the 10 Muharram. Can she fast? Her fasting will be valid ???  Jazak Allah Khair  Asalamo  alikum"
Isam Rajab,"Walaikum Assalam,   Allah says in the Quran {Ask the people of knowledge if you don't know}. Allah didn't tell everybody to extract the rulings and derive the lessons directly from the book of Allah and the Sunnah of the Messenger Sallallahualaihi wasallam. People are different and they act according to their ability. So if someone doesn't have the knowledge then he should ask, even if the one who answered him was wrong it's not the fault of the questioner. If someone has the ability and the knowledge then he should find the ruling himself."
Isam Rajab,If he wants to marry her then it's permissible to get her father's contact information to talk to him. But I wonder why the mother and the sister refuses to help him. I don't think a marriage without the mother's consent will be a blessed marriage unless she's disobedient or disbeliever and the girl is righteous. I advise the brother first to fix the matter with his family before he proposes to any girl.
Isam Rajab,shayk i was doing an interview in a room with non-mahram women and you could see threw the windows of the door   is this permissable?
Isam Rajab,"Walaikum Assalam Warahmatullahi Wabarakatuh,   The purpose of Tajweed is to be able to recite the Quran correctly, so you don't have to knwo this is Idgham or Ikhfa as long as you do it.   You have to learn how to recite the Quran properly. Imam Ibn Aljazari mandates that and cosniders the one who doesn't recite it correctly a sinner."
Isam Rajab,"What do you do if your family is pressuring you into marry someone that you don't think you are compatible with ?  They say that I will learn to love him for who he is after I get married. Also, they do not want to look for someone for me they would rather wait for men to ask for my hand. This process takes way to long and I am growing impatient and they will not allow me to look or ask another for help. They say its not proper. I have told them that it is ok for a girl to initiate marriage and there should not be any shame. I learned this from a shayk.  But they continue to argue.  I hate upseting them but I feel like I will never get married or I'll get married when its too late.   salamuelaikum"
Isam Rajab,"Walaikum Assalam,   Although she named you as executor yet it seems that she divided the money as inheritance since you're three and she gave each one of you one third, therefore I don't encourage you to take the money because of the Hadith. Yet you could tell your brothers that you won't take the money but they can give you some of it and in that case it becomes a gift not inheritance."
Isam Rajab,"The hadeeth of Abu Huraira includes many authentic narrations and some weak ahadeeth as well. If we just reject the hadeeth according to our desire then it's a grave sin.   I advise you to remind her with the duty of a Muslim which is to follow the Messenger Sallahualiahi wasallam, if she didn't respond then I advise you to leave her as soon as possible, there's no good in someone who doesn't honor the Sunnah of the Messenger Sallallahualiahi wasallam.   It's true that sometimes in some occasions the hadeeth might be authentic but not necessarely said by the messenger sallalalhuliahi wasallam, but this is to the scholars of hadeeth to determin not the ignorant or lay people."
Isam Rajab,"Asalam alaykum wa rahmatulahi wa barakatu,      Often times we see people ask questions regarding the royal &quot;WE&quot; as it is called by some.  This is where Allah Subhanahu wa t'ala refers to himself as &quot;We&quot; in the quran.  Al Hamdulilah, the answer regarding this is clear, but what is the correct answer regarding certian ayas in the quran when Allah subuhanahu wa t'ala refers to himself in the third person such as &quot;He&quot;?  For example in the Sura 33:42 it says &quot;Glorify &quot;him&quot; morning and evening&quot;  as aposed to &quot;Glorify me&quot; and also in the next verse 33:43 &quot;He&quot; it is who sends blessings on you, as do his angels, that he may bring you out from the depths of darkness into light:and HE is full of mercy to the believers.&quot;  There are many more verses like this where Allah subhanahu wa t'ala refers to himself as &quot;he&quot; as apposed to saying &quot;I&quot; or &quot;We&quot;.  Is this where Allah subhanahu wa t'ala is speaking directly or is this an aya where Allah Subhanau wa t'ala has chosen words for Jibril Alayhe Salam to say and that is why Allah subhanuhu wa t'ala is reffered to as &quot;he&quot;?  Please shed some light on this question.  Jazakalahu Khar.  Asalam Alaykim wa rahmatulahi wa barakatu."
Isam Rajab,"Walaikum Assalam,   If this sister deserves the Zakat then yes you can give her a Zakat as a gift, but if she doesn't deserve the Zakat then you can't give her this gift as a Zakat money but you could give it to her as a gift and you still have to pay your Zakat."
Isam Rajab,"Walaikum Assalam,   Yes it's permissible, and yes Ibn Al Qayim mentioned that it's useful and it was experienced several times. Since you're allowed to do Ruqya with Al Fatiha, then you can read it on water and drink the water.  I wished if someone else asked this question, because you already know that in principle performing Ruqya is permissible as long as it doesn't include shirk and you don't need a proof to perform Ruqya but you need a proof to forbid it. You already studied that!"
Isam Rajab,"Salamu 'alaikum wa rahmatu Allahi wa barakatuh   What is the ruling on muslims who gossip about another muslima? And what should the muslima do if she knows about this gossip, that is being spread about her? Even thou she Loves the sisters for Allahs sake and she needs the hasana, should she keep distance?   Inshaa Allah you could advise this sister bc maybe they don't know it but it is hurting her feelings.  Baraka Allahu feek  asSalamu 'alaikum"
Isam Rajab,"Walaikum Assalam, You could say Subhana rabialla'la three times up to ten times. Then you could say as much dua as you want, that's the place where you are nearer to Allah Subhanahuwata'la so you don't have to say a specific dua, yet the Messenger Sallallahualihai wasallam used to say few duas, of them the one that the Messenger Sallallahualihai wasallam taught to Abu Bakr:   اللهم إني ظلمت نفسي ظلماً كثيراً ولا يغفر الذنوب إلا أنت فاغفر لي مغفرة من عندك وارحمني إنك أنت الغفور الرحيم"
Isam Rajab,"Asalamu alaykum warahmatullahi wabarakatuh,  I hear people making comments such as 'women are permitted to wear trousers so long as its loose' and then i've heard others say, it is not permissible to wear trousers even it is loose because one can see the gap between your leg when you walk. I'm confused, i wear long jilbab or skirt but would like to improve my understanding on the matter.  May Allah (subhana wa ta'ala) bestow rahma upon you and your family"
Isam Rajab,"In principle, there's no evidence to forbid that, especially if a woman wanted to strengthen her hair. Unless it's used to copy the disbelieving women or to imitate the men. In both cases it's forbidden. Other than that, there's no evidence to forbid it."
Isam Rajab,"Walaikum Assalam warahmatullahi wabarakatuh,   Scholars divide talking in prayer to 4 types.   In general, anything outside the prayer you say in the prayer for no need then it's not permissible and it's going to invalidate your Salat. &quot;Remember that you're standing before Allah&quot; So if you have complaints form them in a way of Dua."
Isam Rajab,"Walaikum Assalam,   I don't know any hadith forbids eating in the Masjid. So it's permissible to eat there unless it'll lead to disrespecting the Masjid then it becomes forbidden not because you can't eat but because it's a disrespect to the Masjid."
Isam Rajab,"No, the guidance of Allah is not arbitrary. It's as I told you in my response to your first quesion, who deserves guidence will be guided, but whoever refuses then he'll be lead astray. As Allah says 41:17 {And as for Thamud, We gave them guidance, but they preferred blindness to the guidance, so the bolt of the doom of humiliation overtook them because of what they used to earn}. So when people reject the truth and refuse gudience they'll be led astray.   Guidance has many levels, there's a guidance of Allah to all creatures including animals to know where to find their food, to the infants how they drink the milk... And there's guidance of the Messengers in a sense that they tell the people what's right and what's wrong and there's a guidance from Allah to make the people respond and accept the truth.   Allah says 28:56 {Verily! You (O Muhammad SAW) guide not whom you like, but Allah guides whom He wills} Allah says 42: 52 {And verily, you (O Muhammad SAW) are indeed guiding (mankind) to the Straight Path}  To a narrow minded person, this seems contradiction. But to a person who has a sane mind I'm sure he'll understand it."
Isam Rajab,Could you please tell me what do you mean by hoors?
Isam Rajab,"Walaikum Assalam Warahmatullah,   Allah says: { O you who believe! Let not a people of you mock other people; perhaps they are better than them, and let not women make fun of other women for the latter may be better than them}. So in general yes sarcasm is prohibited."
Isam Rajab,"Walaikum Assalam,   Al Mahdi is a title for a man with a name muhammand ibn abdullah or ahmad ibn abdullah. He's from the lineage of the Messenger Sallallahualaihi wasallam.   The best thing you could do is to listen to 4 cd set by Yasir Qadhi. They're sufficient in this matter. You'll find it here:  http://www.ilmquest.org/p-343-the-ma...ion-4-cds.aspx"
Isam Rajab,"Walaikum Assalam,   Tawba if it was made correctly erases the sins and the trace of it, so the black dot will be removed as the Messenger Sallallahualiahi wasallam said.   If someone asks about a particular thing whether you repented or not, you don't lie but you tell the person that it's not their business. Don't give them a chance to ask you from the beginning, but if they did, then make it clear to them that Allah is the only one who will judge you."
Isam Rajab,"Walaikum Assalam,   This hadith means that being dutiful to your mother is a means to enter paradise, and yes it includes every mother. You have to be dutiful to her. But that doesn't mean you obey her if she asks you to disobey Allah Subhanahu Wata'la."
Isam Rajab,"Walaikum Assalam,   It's true that as long as you're a Muslim then you have something good, but we don't take whatever we like and leave whatever we dislike. We have to take Islam as a whole. When she talks to people about Islam and they find out that she's not adhering to what she's preaching then she'll lose her credibility.    It's your duty to make dua for her, that's the least you can do for her."
Isam Rajab,Asalamu alaikum   what is the ruling on Juma'ah? and is it better to sit where your prayed your sunnah in the masjid and listen to the Khubah and is talking during Khutbuh invalidate your prayer?  wasalam
Isam Rajab,"if somone passed in front of u in ur fardh or sunnah prayers and u wernt able to stop them, does it mean u have to repeat ur salaah? should u break the salaah straight away and start again?  barrakallaahu feek"
Isam Rajab,"Aslam U Alikum  Sheikh , i was reading your questiong regarding Missing sujood. I have the problem that many many times i guess every day .. when i m praying i just forget how many sujood i have done or i get a doubt and this doubt is not only in this , its in rakah and also sometimes i read surah fatihah or not.  So what i do is completely ignore this doubts and just do what i m certain without worrying about and try to concentrate as much as i can, i have tried soo much to concentrate and even I am concentrating these things happen.  I am not sure what should i do when i get into doubt with thsees one sujood or unknown rakah when i m praying??"
Isam Rajab,is the voice of the sis awrah for brother to hear...what i mean is that can a sister for exampl talk to brother in mic that means this bro is not her huhram...or a good example paltalk room (islamic roms) what dose islam say about this? is not ok yes/no..if yes plzz give me prooof ayah ot hadiith ...if not what do u advice that sister?  jazakumlahu khairan
Isam Rajab,"Walaikum Assalam, I don't know of any evidence states that you should bury them. The narrations actually proves otherwise. When the Messenger Sallallahualaihi wasallam went to answer the call of nature he asked not to be given a bone which means the bones were apparent because if it was buried then they can't get it unless they know where it was buried. Also the Messenger Sallallahualaihi wasallam advised the companions to use the skin of the animal and they told him it's dead and he said what's forbidden is its meat."
Isam Rajab,"the prophet sallallahu alaihi wasallam said: the best of your days: Juma, on it adam was created, admitted to paradise, sent down to earth, died, and on it the day of judgment will occur."
Isam Rajab,"Asalam o alikum,  There are 4 sunnah before 4 fardh in Zuhr prayer. Can you pray like 2 sunnah, then 4 fardh, then again 2 sunnah instead of offering 4 sunnah before 4 fardh?  Asalam o alikum"
Isam Rajab,can a woman change haer dress daily duing hajj days?
Isam Rajab,"Walaikum Assalam,   It came from more than thirty or so Ahadeeth! it's not one or two hadeeth! But there are very few places where the prophet sallallahualiai wasallam didn't raise his hands just like when he prays in the khutba on friday."
Isam Rajab,"Assalamualiakum,  I heard this before, and i heard also that the cave is in Syria! 3 years ago I was visiting Turkey with my wife, so they took us to a place and they said here's the cave that's mentioned in the Quran! so Allah knows best which one is the right one. remember that Allah subhanahu wata'ala mentioned lots of details about their story, yet he didn't mention the place of the cave, and Allah subhanahu wata'la doesn't neglect anything without a reason, since it's not mentioned, that means it's not important where is it. therefore, I don't recommend visiting it unless you want to go for fun   not to increase your iman."
Isam Rajab,"Walaikum Assalam, I didn't get the question! If the Imam finished prayer then people should wait little bit because maybe there's something, if that's what you meant then yes, because when people at the time of the Messenger Sallallahualaihi wasallam left quickly they thought the prayer was shortened so scholars said it's recommended to wait for a while and then you can leave."
Isam Rajab,"Al-Salamu Alaikum:  &quot;And it has already been revealed to you in the Book (this Quran) that when you hear the Verses of Allah being denied and mocked at, then sit not with them, until they engage in a talk other than that; (but if you stayed with them) certainly in that case you would be like them. Surely, Allah will collect the hypocrites and disbelievers all together in Hell,&quot;  (Quran 4:140)  My questions regarding this ayah are the following:  1. Does this ayah apply to those kuffar who deny Allah, The Quran, Islam and The Prophet (Peace Be Upon Him)? e.g. Kuffar Claiming Jesus (Peace Be Upon Him) is the son of God (astaghfurallah)? Kuffar denying the existence of Allah (astaghfurallah)? Kuffar claiming that the Quran is &quot;incomplete&quot; or a &quot;false book&quot; (astaghfurallah)? Denying The Prophet (Peace Be Upon Him) is a Prophet? Cursing him or Allah (astaghfurallah)?  2. Does it apply to Muslims who either intentionally or unintentionally say words of kufr? (e.g. Calling Islam &quot;backwards&quot; or that the Muslim's mentality is &quot;backwards&quot;).  3. Does it apply for example, to people who write articles defending Islam but quote what people whether they be Muslim or Non-Muslim say atttacking Islam in order to respond to their attacks? Or to expose them?  4. Does it apply when someone says &quot;Holy (whatever)&quot; whatever being a swear word or anything else?  Please answer each point one by one because I need clarification of these examples."
Isam Rajab,"Walaikum Assalam,   If the pregnant woman can't fast or fears if she fast she'll endanger the baby's life or health then she doesn't have to fast and she can make it up later."
Isam Rajab,"Are we allowed to be friends with Hindus  ?  I tried giving them dawah but they don't care about religion. They still ask me to come over and hang out but I don't really want to. Is it ok for me to break of ties ?   Also, if a muslim person rejects the companions of the Prophet (saas)...can we remain friends with them ?  jzk"
Isam Rajab,"salaam shaikh,  just have a question about isbaal.  is isbaal haram completely, or just if it is done out of pride and arrogancce?? and wouldd it be considered a major or minor sin??  jazakallah"
Isam Rajab,"Walaikum Assalam,   I can't give specific details since I don't know exactly what's going on but I could tell you first you need to be more positive. Don't say every decision I make is wrong, or everything became worse. You need to change that attitude even if it's difficult. Remember that the matter could really get worse and worse and you don't want that. Once you thank Allah Subhanahu Wata'la for what's happening, the matter will become easy inshallah. sometimes people are having difficulties in their lives as a reminder from Allah Subhanahu Wata'la so they may stop sinning. Sometimes it's a test from Allah Subhanahu Wata'la for the strong believers. Thing of the other good things that are going on and this will help you inshallah."
Isam Rajab,"Giving away money/clothes or anything in charity on behalf of deceased person, Is it permissible?"
Isam Rajab,"The hadeeth you quoted is about a woman who's previously married. Scholars differentiate between the virgin and non virign woman.   If she's young, the father can force her according to some schools of thought. if she's married before, then the father can't force her and the Nikah is null. So she doesn't have to do anything because there's no Nikah at the first place, even if she's pleased with it later on &quot;according to Imam Ahmad&quot;."
Isam Rajab,"I think you didn't quote the hadeeth correctly. The deeds are presented on Monday and Thursday &quot;not Thursday and Friday&quot;.   This is not the only hadeeth the Messenger Sallallahu aliahi wasallam mentioned about brotherhood. the Messenger Sallallahualiahi wasallam said also that it's forbiddent not to talk to your brother for more than 3 dyas, and it's forbidden also to desert him or propose to a lady after your brother did so. It's the right of the muslim upon other muslims to say the salam, follow the funeral, and so on. So this hadeeth basically forbids the animosity towards other muslims and shows the severe punishment for that which is the deprevation of forgiveness. We may differ and argue with one another, but we should never have rancor or hatred towards our brothers. The companions differed and disagreed on many issues and even fought themeselves yet they didn't have hatred."
Isam Rajab,"Walaikum Assalam Warahmatullahi Wabarakatuh,   So if you don't have khushu and laugh, you'll have khushu in the second prayer? I really don't get it!   I'm very sorry I don't mean to be offensive and I'm trying my best to answer your questions but I'm worried now about the way you're dealing with your religious issues, I really advise you to see an Imam or a specialist since this is not normal at all.  May Allah help you."
Isam Rajab,"Walaikum Assalam, There are two issues here: 1) Using this pill whether it's permissible or not? And I think it's too early now to judge because maybe it has side effects on the private part or other harmful consequences.    2) The ruling on stimulation without discharge. If we say it's permissible to use this pill and someone used it without the private parts meet and there was no discharge then the ghusl is not mandatory because the Messenger Sallallahualaihi wasallam made the condition &quot;If you saw wetness&quot;."
Isam Rajab,"Walaikum Assalam,   If that blood came during the regular time of period then it's of her period, but if it came in another time then it depends:  If she has a regular period then she doesn't count this and she considers only her regular period thus she makes up the prayer.  Or, if she can distinguish between the blood of her period and the regular blood then she looks at that blood if it's thick and dark then it's of her period and she can't pray, but if not then she has to make up these days and she considers this blood as a regular blood."
Isam Rajab,Aslam U Alikum Sheikh as you mentioned  in other question you cant eat chicken who has been feed with haram things. But now a days almost everywhere chicken and goat are fed that way and so we should avoid all the chicken and meat in North America atleast?  Jazakallah kher
Isam Rajab,"What is the ruling concering going to college and taking out student loans which, after 6 months of graduation are not paid back in full, incur interest? What if there is no other way for one to go to college? If one has exhausted all other efforts (ie applied for grants, scholarships, asked people for money, etc) and finds no other option to attend school, is it permissible to take these loans just for the sole purpose of going to college and being able to provide for his or her family?"
Isam Rajab,"Asalam o alikum,  Shaikh you said that &quot;as long as you avoid black color&quot; I wanted to know what this black thing is all about? Why you have to avoid black color. What is the reason behind this.   I shall be thankful to you if you answer my question.  Asalam o alikum"
Isam Rajab,"Walaikum Assalam,   Isha time starts when the twilight is already gone or as you said when there's complete darkness and that's when they call the Athan of Isha. So you can't pray before it. If they delay the call then you can pray before the Athan. The issue is not when they call for the prayer but when does the time start?"
Isam Rajab,HI im 18 yrs old... and was wondering if masturbation is haraam or not?
Isam Rajab,"salam alaikum sheikh  My problem is that i get very annoyed by some actions that my muslim friends do, even if they seem small but since i meet them on a regular basis, it sort of builds up. And i sometimes complain to myself about them or get upset while im alone, and dont ever bring my displeasment with them becuase i know its only gonna start fitna and not bring any benefit so i instead just keep it all inside of me but i still slip into (sort of cursing/backbiting) them for myself, is this considered a sin?"
