text,author
"known ) , though one of them bought it with blood of his heart , a bargain hard : for",Anonymous
"Haethcyn proved fatal that fray , for the first-of-Geats . At morn , I heard , was the murderer killed",Anonymous
"by kinsman for kinsman , with clash of sword , when Ongentheow met Eofor there . Wide split the war-helm",Anonymous
": wan he fell , hoary Scylfing ; the hand that smote him of feud was mindful , nor flinched",Anonymous
"from the death-blow . — “ For all that he gave me , my gleaming sword repaid him at war",Anonymous
", — such power I wielded , — for lordly treasure : with land he entrusted me , homestead and",Anonymous
"house . He had no need from Swedish realm , or from Spear-Dane folk , or from men of the",Anonymous
"Gifths , to get him help , — some warrior worse for wage to buy ! Ever I fought in",Anonymous
"the front of all , sole to the fore ; and so shall I fight while I bide in life",Anonymous
"and this blade shall last that early and late hath loyal proved since for my doughtiness Daeghrefn fell , slain",Anonymous
"by my hand , the Hugas ’ champion . Nor fared he thence to the Frisian king with the booty",Anonymous
"back , and breast-adornments ; but , slain in struggle , that standard-bearer fell , atheling brave . Not with",Anonymous
"blade was he slain , but his bones were broken by brawny gripe , his heart-waves stilled . — The",Anonymous
"sword-edge now , hard blade and my hand , for the hoard shall strive. ” Beowulf spake , and a",Anonymous
battle-vow made his last of all : “ I have lived through many wars in my youth ; now once,Anonymous
"again , old folk-defender , feud will I seek , do doughty deeds , if the dark destroyer forth from",Anonymous
"his cavern come to fight me ! ” Then hailed he the helmeted heroes all , for the last time",Anonymous
"greeting his liegemen dear , comrades of war : “ I should carry no weapon , no sword to the",Anonymous
"serpent , if sure I knew how , with such enemy , else my vows I could gain as I",Anonymous
"did in Grendel ’ s day . But fire in this fight I must fear me now , and poisonous",Anonymous
breath ; so I bring with me breastplate and board . From the barrow ’ s keeper no footbreadth flee,Anonymous
"I . One fight shall end our war by the wall , as Wyrd allots , all mankind ’ s",Anonymous
master . My mood is bold but forbears to boast o ’ er this battling-flyer . — Now abide by,Anonymous
"the barrow , ye breastplate-mailed , ye heroes in harness , which of us twain better from battle-rush bear his",Anonymous
"wounds . Wait ye the finish . The fight is not yours , nor meet for any but me alone",Anonymous
"to measure might with this monster here and play the hero . Hardily I shall win that wealth , or",Anonymous
"war shall seize , cruel killing , your king and lord ! ” Up stood then with shield the sturdy",Anonymous
"champion , stayed by the strength of his single manhood , and hardy ‘ neath helmet his harness bore under",Anonymous
"cleft of the cliffs : no coward ’ s path ! Soon spied by the wall that warrior chief ,",Anonymous
"survivor of many a victory-field where foemen fought with furious clashings , an arch of stone ; and within ,",Anonymous
a stream that broke from the barrow . The brooklet ’ s wave was hot with fire . The hoard,Anonymous
"that way he never could hope unharmed to near , or endure those deeps , for the dragon ’ s",Anonymous
"flame . Then let from his breast , for he burst with rage , the Weder-Geat prince a word outgo",Anonymous
; stormed the stark-heart ; stern went ringing and clear his cry ‘ neath the cliff-rocks gray . The hoard-guard,Anonymous
heard a human voice ; his rage was enkindled . No respite now for pact of peace ! The poison-breath,Anonymous
"of that foul worm first came forth from the cave , hot reek-of-fight : the rocks resounded . Stout by",Anonymous
"the stone-way his shield he raised , lord of the Geats , against the loathed-one ; while with courage keen",Anonymous
"that coiled foe came seeking strife . The sturdy king had drawn his sword , not dull of edge ,",Anonymous
"heirloom old ; and each of the two felt fear of his foe , though fierce their mood . Stoutly",Anonymous
"stood with his shield high-raised the warrior king , as the worm now coiled together amain : the mailed-one waited",Anonymous
". Now , spire by spire , fast sped and glided that blazing serpent . The shield protected , soul",Anonymous
"and body a shorter while for the hero-king than his heart desired , could his will have wielded the welcome",Anonymous
"respite but once in his life ! But Wyrd denied it , and victory ’ s honors . — His",Anonymous
"arm he lifted lord of the Geats , the grim foe smote with atheling ’ s heirloom . Its edge",Anonymous
"was turned brown blade , on the bone , and bit more feebly than its noble master had need of",Anonymous
then in his baleful stress . — Then the barrow ’ s keeper waxed full wild for that weighty blow,Anonymous
", cast deadly flames ; wide drove and far those vicious fires . No victor ’ s glory the Geats",Anonymous
"’ lord boasted ; his brand had failed , naked in battle , as never it should , excellent iron",Anonymous
! — ‘ Twas no easy path that Ecgtheow ’ s honored heir must tread over the plain to the,Anonymous
"place of the foe ; for against his will he must win a home elsewhere far , as must all",Anonymous
"men , leaving this lapsing life ! — Not long it was ere those champions grimly closed again . The",Anonymous
"hoard-guard was heartened ; high heaved his breast once more ; and by peril was pressed again , enfolded in",Anonymous
"flames , the folk-commander ! Nor yet about him his band of comrades , sons of athelings , armed stood",Anonymous
"with warlike front : to the woods they bent them , their lives to save . But the soul of",Anonymous
one with care was cumbered . Kinship true can never be marred in a noble mind ! WIGLAF his name,Anonymous
"was , Weohstan ’ s son , linden-thane loved , the lord of Scylfings , Aelfhere ’ s kinsman .",Anonymous
His king he now saw with heat under helmet hard oppressed . He minded the prizes his prince had given,Anonymous
"him , wealthy seat of the Waegmunding line , and folk-rights that his father owned Not long he lingered .",Anonymous
"The linden yellow , his shield , he seized ; the old sword he drew : — as heirloom of",Anonymous
"Eanmund earth-dwellers knew it , who was slain by the sword-edge , son of Ohtere , friendless exile , erst",Anonymous
"in fray killed by Weohstan , who won for his kin brown-bright helmet , breastplate ringed , old sword of",Anonymous
"Eotens , Onela ’ s gift , weeds of war of the warrior-thane , battle-gear brave : though a brother",Anonymous
"’ s child had been felled , the feud was unfelt by Onela . For winters this war-gear Weohstan kept",Anonymous
", breastplate and board , till his bairn had grown earlship to earn as the old sire did : then",Anonymous
"he gave him , mid Geats , the gear of battle , portion huge , when he passed from life",Anonymous
", fared aged forth . For the first time now with his leader-lord the liegeman young was bidden to share",Anonymous
"the shock of battle . Neither softened his soul , nor the sire ’ s bequest weakened in war .",Anonymous
"So the worm found out when once in fight the foes had met ! Wiglaf spake , — and his",Anonymous
"words were sage ; sad in spirit , he said to his comrades : — “ I remember the time",Anonymous
", when mead we took , what promise we made to this prince of ours in the banquet-hall , to",Anonymous
"our breaker-of-rings , for gear of combat to give him requital , for hard-sword and helmet , if hap should",Anonymous
"bring stress of this sort ! Himself who chose us from all his army to aid him now , urged",Anonymous
"us to glory , and gave these treasures , because he counted us keen with the spear and hardy ‘",Anonymous
"neath helm , though this hero-work our leader hoped unhelped and alone to finish for us , — folk-defender who",Anonymous
hath got him glory greater than all men for daring deeds ! Now the day is come that our noble,Anonymous
master has need of the might of warriors stout . Let us stride along the hero to help while the,Anonymous
heat is about him glowing and grim ! For God is my witness I am far more fain the fire,Anonymous
should seize along with my lord these limbs of mine ! Unsuiting it seems our shields to bear homeward hence,Anonymous
", save here we essay to fell the foe and defend the life of the Weders ’ lord . I",Anonymous
wot ‘ twere shame on the law of our land if alone the king out of Geatish warriors woe endured,Anonymous
"and sank in the struggle ! My sword and helmet , breastplate and board , for us both shall serve",Anonymous
"! ” Through slaughter-reek strode he to succor his chieftain , his battle-helm bore , and brief words spake :",Anonymous
"— “ Beowulf dearest , do all bravely , as in youthful days of yore thou vowedst that while life",Anonymous
"should last thou wouldst let no wise thy glory droop ! Now , great in deeds , atheling steadfast ,",Anonymous
with all thy strength shield thy life ! I will stand to help thee. ” At the words the worm,Anonymous
"came once again , murderous monster mad with rage , with fire-billows flaming , its foes to seek , the",Anonymous
"hated men . In heat-waves burned that board to the boss , and the breastplate failed to shelter at all",Anonymous
"the spear-thane young . Yet quickly under his kinsman ’ s shield went eager the earl , since his own",Anonymous
was now all burned by the blaze . The bold king again had mind of his glory : with might,Anonymous
"his glaive was driven into the dragon ’ s head , — blow nerved by hate . But Naegling was",Anonymous
"shivered , broken in battle was Beowulf ’ s sword , old and gray . ‘ Twas granted him not",Anonymous
"that ever the edge of iron at all could help him at strife : too strong was his hand ,",Anonymous
"so the tale is told , and he tried too far with strength of stroke all swords he wielded ,",Anonymous
though sturdy their steel : they steaded him nought . Then for the third time thought on its feud that,Anonymous
"folk-destroyer , fire-dread dragon , and rushed on the hero , where room allowed , battle-grim , burning ; its",Anonymous
"bitter teeth closed on his neck , and covered him with waves of blood from his breast that welled .",Anonymous
"‘ TWAS now , men say , in his sovran ’ s need that the earl made known his noble",Anonymous
"strain , craft and keenness and courage enduring . Heedless of harm , though his hand was burned , hardy-hearted",Anonymous
", he helped his kinsman . A little lower the loathsome beast he smote with sword ; his steel drove",Anonymous
in bright and burnished ; that blaze began to lose and lessen . At last the king wielded his wits,Anonymous
"again , war-knife drew , a biting blade by his breastplate hanging , and the Weders ’ -helm smote that",Anonymous
"worm asunder , felled the foe , flung forth its life . So had they killed it , kinsmen both",Anonymous
", athelings twain : thus an earl should be in danger ’ s day ! — Of deeds of valor",Anonymous
"this conqueror ’ s-hour of the king was last , of his work in the world . The wound began",Anonymous
", which that dragon-of-earth had erst inflicted , to swell and smart ; and soon he found in his breast",Anonymous
"was boiling , baleful and deep , pain of poison . The prince walked on , wise in his thought",Anonymous
", to the wall of rock ; then sat , and stared at the structure of giants , where arch",Anonymous
of stone and steadfast column upheld forever that hall in earth . Yet here must the hand of the henchman,Anonymous
"peerless lave with water his winsome lord , the king and conqueror covered with blood , with struggle spent ,",Anonymous
"and unspan his helmet . Beowulf spake in spite of his hurt , his mortal wound ; full well he",Anonymous
"knew his portion now was past and gone of earthly bliss , and all had fled of his file of",Anonymous
"days , and death was near : “ I would fain bestow on son of mine this gear of war",Anonymous
", were given me now that any heir should after me come of my proper blood . This people I",Anonymous
"ruled fifty winters . No folk-king was there , none at all , of the neighboring clans who war would",Anonymous
wage me with ‘ warriors ’ -friends ’ and threat me with horrors . At home I bided what fate,Anonymous
"might come , and I cared for mine own ; feuds I sought not , nor falsely swore ever on",Anonymous
"oath . For all these things , though fatally wounded , fain am I ! From the Ruler-of-Man no wrath",Anonymous
"shall seize me , when life from my frame must flee away , for killing of kinsmen ! Now quickly",Anonymous
"go and gaze on that hoard ‘ neath the hoary rock , Wiglaf loved , now the worm lies low",Anonymous
", sleeps , heart-sore , of his spoil bereaved . And fare in haste . I would fain behold the",Anonymous
"gorgeous heirlooms , golden store , have joy in the jewels and gems , lay down softlier for sight of",Anonymous
this splendid hoard my life and the lordship I long have held. ” I HAVE heard that swiftly the son,Anonymous
"of Weohstan at wish and word of his wounded king , — war-sick warrior , — woven mail-coat , battle-sark",Anonymous
", bore ‘ neath the barrow ’ s roof . Then the clansman keen , of conquest proud , passing",Anonymous
"the seat , saw store of jewels and glistening gold the ground along ; by the wall were marvels ,",Anonymous
"and many a vessel in the den of the dragon , the dawn-flier old : unburnished bowls of bygone men",Anonymous
reft of richness ; rusty helms of the olden age ; and arm-rings many wondrously woven . — Such wealth,Anonymous
"of gold , booty from barrow , can burden with pride each human wight : let him hide it who",Anonymous
"will ! — His glance too fell on a gold-wove banner high o ’ er the hoard , of handiwork",Anonymous
"noblest , brilliantly broidered ; so bright its gleam , all the earth-floor he easily saw and viewed all these",Anonymous
vessels . No vestige now was seen of the serpent : the sword had ta ’ en him . Then,Anonymous
", I heard , the hill of its hoard was reft , old work of giants , by one alone",Anonymous
"; he burdened his bosom with beakers and plate at his own good will , and the ensign took ,",Anonymous
brightest of beacons . — The blade of his lord — its edge was iron — had injured deep one,Anonymous
that guarded the golden hoard many a year and its murder-fire spread hot round the barrow in horror-billows at midnight,Anonymous
"hour , till it met its doom . Hasted the herald , the hoard so spurred him his track to",Anonymous
"retrace ; he was troubled by doubt , high-souled hero , if haply he ’ d find alive , where",Anonymous
"he left him , the lord of Weders , weakening fast by the wall of the cave . So he",Anonymous
"carried the load . His lord and king he found all bleeding , famous chief at the lapse of life",Anonymous
". The liegeman again plashed him with water , till point of word broke through the breast-hoard . Beowulf spake",Anonymous
", sage and sad , as he stared at the gold . — “ For the gold and treasure ,",Anonymous
"to God my thanks , to the Wielder-of-Wonders , with words I say , for what I behold , to",Anonymous
"Heaven ’ s Lord , for the grace that I give such gifts to my folk or ever the day",Anonymous
of my death be run ! Now I ’ ve bartered here for booty of treasure the last of my,Anonymous
"life , so look ye well to the needs of my land ! No longer I tarry . A barrow",Anonymous
"bid ye the battle-fanned raise for my ashes . ‘ Twill shine by the shore of the flood , to",Anonymous
"folk of mine memorial fair on Hrones Headland high uplifted , that ocean-wanderers oft may hail Beowulf ’ s Barrow",Anonymous
", as back from far they drive their keels o ’ er the darkling wave. ” From his neck he",Anonymous
"unclasped the collar of gold , valorous king , to his vassal gave it with bright-gold helmet , breastplate ,",Anonymous
"and ring , to the youthful thane : bade him use them in joy . “ Thou art end and",Anonymous
"remnant of all our race the Waegmunding name . For Wyrd hath swept them , all my line , to",Anonymous
"the land of doom , earls in their glory : I after them go. ” This word was the last",Anonymous
which the wise old man harbored in heart ere hot death-waves of balefire he chose . From his bosom fled,Anonymous
his soul to seek the saints ’ reward . IT was heavy hap for that hero young on his lord,Anonymous
"beloved to look and find him lying on earth with life at end , sorrowful sight . But the slayer",Anonymous
"too , awful earth-dragon , empty of breath , lay felled in fight , nor , fain of its treasure",Anonymous
", could the writhing monster rule it more . For edges of iron had ended its days , hard and",Anonymous
"battle-sharp , hammers ’ leaving ; and that flier-afar had fallen to ground hushed by its hurt , its hoard",Anonymous
"all near , no longer lusty aloft to whirl at midnight , making its merriment seen , proud of its",Anonymous
"prizes : prone it sank by the handiwork of the hero-king . Forsooth among folk but few achieve , —",Anonymous
"though sturdy and strong , as stories tell me , and never so daring in deed of valor , —",Anonymous
"the perilous breath of a poison-foe to brave , and to rush on the ring-board hall , whenever his watch",Anonymous
the warden keeps bold in the barrow . Beowulf paid the price of death for that precious hoard ; and,Anonymous
each of the foes had found the end of this fleeting life . Befell erelong that the laggards in war,Anonymous
"the wood had left , trothbreakers , cowards , ten together , fearing before to flourish a spear in the",Anonymous
"sore distress of their sovran lord . Now in their shame their shields they carried , armor of fight ,",Anonymous
where the old man lay ; and they gazed on Wiglaf . Wearied he sat at his sovran ’ s,Anonymous
"shoulder , shieldsman good , to wake him with water . Nowise it availed . Though well he wished it",Anonymous
", in world no more could he barrier life for that leader-of-battles nor baffle the will of all-wielding God .",Anonymous
"Doom of the Lord was law o ’ er the deeds of every man , as it is to-day .",Anonymous
"Grim was the answer , easy to get , from the youth for those that had yielded to fear !",Anonymous
"Wiglaf spake , the son of Weohstan , — mournful he looked on those men unloved : — “ Who",Anonymous
"sooth will speak , can say indeed that the ruler who gave you golden rings and the harness of war",Anonymous
"in which ye stand — for he at ale-bench often-times bestowed on hall-folk helm and breastplate , lord to liegemen",Anonymous
", the likeliest gear which near of far he could find to give , — threw away and wasted these",Anonymous
"weeds of battle , on men who failed when the foemen came ! Not at all could the king of",Anonymous
"his comrades-in-arms venture to vaunt , though the Victory-Wielder , God , gave him grace that he got revenge sole",Anonymous
"with his sword in stress and need . To rescue his life , ‘ twas little that I could serve",Anonymous
him in struggle ; yet shift I made ( hopeless it seemed ) to help my kinsman . Its strength,Anonymous
"ever waned , when with weapon I struck that fatal foe , and the fire less strongly flowed from its",Anonymous
head . — Too few the heroes in throe of contest that thronged to our king ! Now gift of,Anonymous
"treasure and girding of sword , joy of the house and home-delight shall fail your folk ; his freehold-land every",Anonymous
"clansman within your kin shall lose and leave , when lords highborn hear afar of that flight of yours ,",Anonymous
"a fameless deed . Yea , death is better for liegemen all than a life of shame ! ” THAT",Anonymous
"battle-toil bade he at burg to announce , at the fort on the cliff , where , full of sorrow",Anonymous
", all the morning earls had sat , daring shieldsmen , in doubt of twain : would they wail as",Anonymous
"dead , or welcome home , their lord beloved ? Little kept back of the tidings new , but told",Anonymous
"them all , the herald that up the headland rode . — “ Now the willing-giver to Weder folk in",Anonymous
death-bed lies ; the Lord of Geats on the slaughter-bed sleeps by the serpent ’ s deed ! And beside,Anonymous
him is stretched that slayer-of-men with knife-wounds sick : no sword availed on the awesome thing in any wise to,Anonymous
"work a wound . There Wiglaf sitteth , Weohstan ’ s bairn , by Beowulf ’ s side , the",Anonymous
"living earl by the other dead , and heavy of heart a head-watch keeps o ’ er friend and foe",Anonymous
. — Now our folk may look for waging of war when once unhidden to Frisian and Frank the fall,Anonymous
of the king is spread afar . — The strife began when hot on the Hugas Hygelac fell and fared,Anonymous
"with his fleet to the Frisian land . Him there the Hetwaras humbled in war , plied with such prowess",Anonymous
their power o ’ erwhelming that the bold-in-battle bowed beneath it and fell in fight . To his friends no,Anonymous
wise could that earl give treasure ! And ever since the Merowings ’ favor has failed us wholly . Nor,Anonymous
aught expect I of peace and faith from Swedish folk . ‘ Twas spread afar how Ongentheow reft at Ravenswood,Anonymous
"Haethcyn Hrethling of hope and life , when the folk of Geats for the first time sought in wanton pride",Anonymous
"the Warlike-Scylfings . Soon the sage old sire of Ohtere , ancient and awful , gave answering blow ; the",Anonymous
"sea-king he slew , and his spouse redeemed , his good wife rescued , though robbed of her gold ,",Anonymous
"mother of Ohtere and Onela . Then he followed his foes , who fled before him sore beset and stole",Anonymous
"their way , bereft of a ruler , to Ravenswood . With his host he besieged there what swords had",Anonymous
"left , the weary and wounded ; woes he threatened the whole night through to that hard-pressed throng : some",Anonymous
"with the morrow his sword should kill , some should go to the gallows-tree for rapture of ravens . But",Anonymous
"rescue came with dawn of day for those desperate men when they heard the horn of Hygelac sound , tones",Anonymous
of his trumpet ; the trusty king had followed their trail with faithful band . THE bloody swath of Swedes,Anonymous
"and Geats and the storm of their strife , were seen afar , how folk against folk the fight had",Anonymous
"wakened . The ancient king with his atheling band sought his citadel , sorrowing much : Ongentheow earl went up",Anonymous
"to his burg . He had tested Hygelac ’ s hardihood , the proud one ’ s prowess , would",Anonymous
"prove it no longer , defied no more those fighting-wanderers nor hoped from the seamen to save his hoard ,",Anonymous
"his bairn and his bride : so he bent him again , old , to his earth-walls . Yet after",Anonymous
"him came with slaughter for Swedes the standards of Hygelac o ’ er peaceful plains in pride advancing , till",Anonymous
"Hrethelings fought in the fenced town . Then Ongentheow with edge of sword , the hoary-bearded , was held at",Anonymous
"bay , and the folk-king there was forced to suffer Eofor ’ s anger . In ire , at the",Anonymous
"king Wulf Wonreding with weapon struck ; and the chieftain ’ s blood , for that blow , in streams",Anonymous
"flowed ‘ neath his hair . No fear felt he , stout old Scylfing , but straightway repaid in better",Anonymous
bargain that bitter stroke and faced his foe with fell intent . Nor swift enough was the son of Wonred,Anonymous
answer to render the aged chief ; too soon on his head the helm was cloven ; blood-bedecked he bowed,Anonymous
"to earth , and fell adown ; not doomed was he yet , and well he waxed , though the",Anonymous
"wound was sore . Then the hardy Hygelac-thane , when his brother fell , with broad brand smote , giants",Anonymous
"’ sword crashing through giants ’ -helm across the shield-wall : sank the king , his folk ’ s old",Anonymous
"herdsman , fatally hurt . There were many to bind the brother ’ s wounds and lift him , fast",Anonymous
"as fate allowed his people to wield the place-of-war . But Eofor took from Ongentheow , earl from other ,",Anonymous
"the iron-breastplate , hard sword hilted , and helmet too , and the hoar-chief ’ s harness to Hygelac carried",Anonymous
", who took the trappings , and truly promised rich fee ‘ mid folk , — and fulfilled it so",Anonymous
". For that grim strife gave the Geatish lord , Hrethel ’ s offspring , when home he came ,",Anonymous
"to Eofor and Wulf a wealth of treasure , Each of them had a hundred thousand in land and linked",Anonymous
rings ; nor at less price reckoned mid-earth men such mighty deeds ! And to Eofor he gave his only,Anonymous
"daughter in pledge of grace , the pride of his home . “ Such is the feud , the foeman",Anonymous
"’ s rage , death-hate of men : so I deem it sure that the Swedish folk will seek us",Anonymous
"home for this fall of their friends , the fighting-Scylfings , when once they learn that our warrior leader lifeless",Anonymous
"lies , who land and hoard ever defended from all his foes , furthered his folk ’ s weal ,",Anonymous
"finished his course a hardy hero . — Now haste is best , that we go to gaze on our",Anonymous
"Geatish lord , and bear the bountiful breaker-of-rings to the funeral pyre . No fragments merely shall burn with the",Anonymous
"warrior . Wealth of jewels , gold untold and gained in terror , treasure at last with his life obtained",Anonymous
", all of that booty the brands shall take , fire shall eat it . No earl must carry memorial",Anonymous
"jewel . No maiden fair shall wreathe her neck with noble ring : nay , sad in spirit and shorn",Anonymous
"of her gold , oft shall she pass o ’ er paths of exile now our lord all laughter has",Anonymous
"laid aside , all mirth and revel . Many a spear morning-cold shall be clasped amain , lifted aloft ;",Anonymous
"nor shall lilt of harp those warriors wake ; but the wan-hued raven , fain o ’ er the fallen",Anonymous
", his feast shall praise and boast to the eagle how bravely he ate when he and the wolf were",Anonymous
"wasting the slain. ” So he told his sorrowful tidings , and little he lied , the loyal man of",Anonymous
"word or of work . The warriors rose ; sad , they climbed to the Cliff-of-Eagles , went , welling",Anonymous
"with tears , the wonder to view . Found on the sand there , stretched at rest , their lifeless",Anonymous
"lord , who had lavished rings of old upon them . Ending-day had dawned on the doughty-one ; death had",Anonymous
"seized in woful slaughter the Weders ’ king . There saw they , besides , the strangest being , loathsome",Anonymous
", lying their leader near , prone on the field . The fiery dragon , fearful fiend , with flame",Anonymous
"was scorched . Reckoned by feet , it was fifty measures in length as it lay . Aloft erewhile it",Anonymous
"had revelled by night , and anon come back , seeking its den ; now in death ’ s sure",Anonymous
clutch it had come to the end of its earth-hall joys . By it there stood the stoups and jars,Anonymous
"; dishes lay there , and dear-decked swords eaten with rust , as , on earth ’ s lap resting",Anonymous
", a thousand winters they waited there . For all that heritage huge , that gold of bygone men ,",Anonymous
"was bound by a spell , so the treasure-hall could be touched by none of human kind , — save",Anonymous
"that Heaven ’ s King , God himself , might give whom he would , Helper of Heroes , the",Anonymous
"hoard to open , — even such a man as seemed to him meet . A PERILOUS path , it",Anonymous
"proved , he trod who heinously hid , that hall within , wealth under wall ! Its watcher had killed",Anonymous
"one of a few , and the feud was avenged in woful fashion . Wondrous seems it , what manner",Anonymous
"a man of might and valor oft ends his life , when the earl no longer in mead-hall may live",Anonymous
"with loving friends . So Beowulf , when that barrow ’ s warden he sought , and the struggle ;",Anonymous
"himself knew not in what wise he should wend from the world at last . For princes potent , who",Anonymous
"placed the gold , with a curse to doomsday covered it deep , so that marked with sin the man",Anonymous
"should be , hedged with horrors , in hell-bonds fast , racked with plagues , who should rob their hoard",Anonymous
". Yet no greed for gold , but the grace of heaven , ever the king had kept in view",Anonymous
". Wiglaf spake , the son of Weohstan : — “ At the mandate of one , oft warriors many",Anonymous
sorrow must suffer ; and so must we . The people ’ s-shepherd showed not aught of care for our,Anonymous
"counsel , king beloved ! That guardian of gold he should grapple not , urged we , but let him",Anonymous
"lie where he long had been in his earth-hall waiting the end of the world , the hest of heaven",Anonymous
. — This hoard is ours but grievously gotten ; too grim the fate which thither carried our king and,Anonymous
"lord . I was within there , and all I viewed , the chambered treasure , when chance allowed me",Anonymous
"( and my path was made in no pleasant wise ) under the earth-wall . Eager , I seized such",Anonymous
heap from the hoard as hands could bear and hurriedly carried it hither back to my liege and lord .,Anonymous
"Alive was he still , still wielding his wits . The wise old man spake much in his sorrow ,",Anonymous
"and sent you greetings and bade that ye build , when he breathed no more , on the place of",Anonymous
"his balefire a barrow high , memorial mighty . Of men was he worthiest warrior wide earth o ’ er",Anonymous
"the while he had joy of his jewels and burg . Let us set out in haste now , the",Anonymous
"second time to see and search this store of treasure , these wall-hid wonders , — the way I show",Anonymous
"you , — where , gathered near , ye may gaze your fill at broad-gold and rings . Let the",Anonymous
"bier , soon made , be all in order when out we come , our king and captain to carry",Anonymous
thither — man beloved — where long he shall bide safe in the shelter of sovran God. ” Then the,Anonymous
"bairn of Weohstan bade command , hardy chief , to heroes many that owned their homesteads , hither to bring",Anonymous
firewood from far — o ’ er the folk they ruled — for the famed-one ’ s funeral . “,Anonymous
"Fire shall devour and wan flames feed on the fearless warrior who oft stood stout in the iron-shower , when",Anonymous
", sped from the string , a storm of arrows shot o ’ er the shield-wall : the shaft held",Anonymous
"firm , featly feathered , followed the barb. ” And now the sage young son of Weohstan seven chose of",Anonymous
"the chieftain ’ s thanes , the best he found that band within , and went with these warriors ,",Anonymous
"one of eight , under hostile roof . In hand one bore a lighted torch and led the way .",Anonymous
"No lots they cast for keeping the hoard when once the warriors saw it in hall , altogether without a",Anonymous
"guardian , lying there lost . And little they mourned when they had hastily haled it out , dear-bought treasure",Anonymous
"! The dragon they cast , the worm , o ’ er the wall for the wave to take ,",Anonymous
and surges swallowed that shepherd of gems . Then the woven gold on a wain was laden — countless quite,Anonymous
"! — and the king was borne , hoary hero , to Hrones-Ness . THEN fashioned for him the folk",Anonymous
"of Geats firm on the earth a funeral-pile , and hung it with helmets and harness of war and breastplates",Anonymous
"bright , as the boon he asked ; and they laid amid it the mighty chieftain , heroes mourning their",Anonymous
master dear . Then on the hill that hugest of balefires the warriors wakened . Wood-smoke rose black over blaze,Anonymous
", and blent was the roar of flame with weeping ( the wind was still ) , till the fire",Anonymous
"had broken the frame of bones , hot at the heart . In heavy mood their misery moaned they ,",Anonymous
"their master ’ s death . Wailing her woe , the widow old , her hair upbound , for Beowulf",Anonymous
"’ s death sung in her sorrow , and said full oft she dreaded the doleful days to come ,",Anonymous
"deaths enow , and doom of battle , and shame . — The smoke by the sky was devoured .",Anonymous
"The folk of the Weders fashioned there on the headland a barrow broad and high , by ocean-farers far descried",Anonymous
": in ten days ’ time their toil had raised it , the battle-brave ’ s beacon . Round brands",Anonymous
"of the pyre a wall they built , the worthiest ever that wit could prompt in their wisest men .",Anonymous
"They placed in the barrow that precious booty , the rounds and the rings they had reft erewhile , hardy",Anonymous
"heroes , from hoard in cave , — trusting the ground with treasure of earls , gold in the earth",Anonymous
", where ever it lies useless to men as of yore it was . Then about that barrow the battle-keen",Anonymous
"rode , atheling-born , a band of twelve , lament to make , to mourn their king , chant their",Anonymous
"dirge , and their chieftain honor . They praised his earlship , his acts of prowess worthily witnessed : and",Anonymous
"well it is that men their master-friend mightily laud , heartily love , when hence he goes from life in",Anonymous
"the body forlorn away . Thus made their mourning the men of Geatland , for their hero ’ s passing",Anonymous
"his hearth-companions : quoth that of all the kings of earth , of men he was mildest and most beloved",Anonymous
", to his kin the kindest , keenest for praise . Hwæt . We Gardena in geardagum , þeodcyninga ,",Anonymous
"þrym gefrunon , hu ða æþelingas ellen fremedon . Oft Scyld Scefing sceaþena þreatum , monegum mægþum , meodosetla ofteah",Anonymous
", egsode eorlas . Syððan ærest wearð feasceaft funden , he þæs frofre gebad , weox under wolcnum , weorðmyndum",Anonymous
"þah , oðþæt him æghwylc þara ymbsittendra ofer hronrade hyran scolde , gomban gyldan . þæt wæs god cyning .",Anonymous
"ðæm eafera wæs æfter cenned , geong in geardum , þone god sende folce to frofre ; fyrenðearfe ongeat þe",Anonymous
"hie ær drugon aldorlease lange hwile . Him þæs liffrea , wuldres wealdend , woroldare forgeaf ; Beowulf wæs breme",Anonymous
"blæd wide sprang , Scyldes eafera Scedelandum in . Swa sceal geong guma gode gewyrcean , fromum feohgiftum on fæder",Anonymous
"bearme , þæt hine on ylde eft gewunigen wilgesiþas , þonne wig cume , leode gelæsten ; lofdædum sceal in",Anonymous
mægþa gehwære man geþeon . Him ða Scyld gewat to gescæphwile felahror feran on frean wære . Hi hyne þa,Anonymous
"ætbæron to brimes faroðe , swæse gesiþas , swa he selfa bæd , þenden wordum weold wine Scyldinga ; leof",Anonymous
"landfruma lange ahte . þær æt hyðe stod hringedstefna , isig ond utfus , æþelinges fær . Aledon þa leofne",Anonymous
"þeoden , beaga bryttan , on bearm scipes , mærne be mæste . þær wæs madma fela of feorwegum ,",Anonymous
"frætwa , gelæded ; ne hyrde ic cymlicor ceol gegyrwan hildewæpnum ond heaðowædum , billum ond byrnum ; him on",Anonymous
"bearme læg madma mænigo , þa him mid scoldon on flodes æht feor gewitan . Nalæs hi hine læssan lacum",Anonymous
"teodan , þeodgestreonum , þon þa dydon þe hine æt frumsceafte forð onsendon ænne ofer yðe umborwesende . þa gyt",Anonymous
"hie him asetton segen geldenne heah ofer heafod , leton holm beran , geafon on garsecg ; him wæs geomor",Anonymous
"sefa , murnende mod . Men ne cunnon secgan to soðe , selerædende , hæleð under heofenum , hwa þæm",Anonymous
